date_time,lat,long,depth,magnitude,location 1,location 2,date_time_formatted,date,time,date_f
19 August 2022 - 11:11 PM,20.83,120.67,35,4.3,Itbayat ,Batanes,2022-08-19T11:11:00,2022-08-19,11:11:00,2022-08-19
19 August 2022 - 11:01 PM,20.58,120.85,21,4.9,Itbayat ,Batanes,2022-08-19T11:01:00,2022-08-19,11:01:00,2022-08-19
19 August 2022 - 10:30 PM,20.71,120.74,32,3.5,Itbayat ,Batanes,2022-08-19T10:30:00,2022-08-19,10:30:00,2022-08-19
09 June 2022 - 04:56 AM,10.36,126.85,1,4.2,Burgos ,Surigao Del Norte,2022-06-09T04:56:00,2022-06-09,04:56:00,2022-06-09
09 June 2022 - 04:54 AM,4.44,125.62,94,3.7,Balut Island ,Municipality Of Sarangani ,2022-06-09T04:54:00,2022-06-09,04:54:00,2022-06-09
18 March 2022 - 11:07 PM,13.97,119.14,33,3.8,Lubang ,Occidental Mindoro,2022-03-18T11:07:00,2022-03-18,11:07:00,2022-03-18
18 March 2022 - 10:59 PM,13.93,119.25,18,3.6,Lubang ,Occidental Mindoro,2022-03-18T10:59:00,2022-03-18,10:59:00,2022-03-18
05 May 2022 - 07:06 PM,13.97,119.27,35,4.2,Lubang ,Occidental Mindoro,2022-05-05T07:06:00,2022-05-05,07:06:00,2022-05-05
05 May 2022 - 06:52 PM,6.42,127.34,101,3.6,Tarragona ,Davao Oriental,2022-05-05T06:52:00,2022-05-05,06:52:00,2022-05-05
05 May 2022 - 06:37 PM,6.54,127.25,84,4.8,Tarragona ,Davao Oriental,2022-05-05T06:37:00,2022-05-05,06:37:00,2022-05-05
05 May 2022 - 05:45 PM,6.56,127.14,115,3.5,Tarragona ,Davao Oriental,2022-05-05T05:45:00,2022-05-05,05:45:00,2022-05-05
05 May 2022 - 04:45 PM,6.28,127.34,48,3.6,Tarragona ,Davao Oriental,2022-05-05T04:45:00,2022-05-05,04:45:00,2022-05-05
05 May 2022 - 04:33 PM,6.32,127.26,64,3.8,Tarragona ,Davao Oriental,2022-05-05T04:33:00,2022-05-05,04:33:00,2022-05-05
05 May 2022 - 10:49 AM,6.39,127.23,81,4.4,Tarragona ,Davao Oriental,2022-05-05T10:49:00,2022-05-05,10:49:00,2022-05-05
12 April 2022 - 10:02 PM,21.59,121.06,70,3.8,Itbayat ,Batanes,2022-04-12T10:02:00,2022-04-12,10:02:00,2022-04-12
19 August 2022 - 11:45 AM,13.15,122.62,4,3.9,San Andres ,Quezon,2022-08-19T11:45:00,2022-08-19,11:45:00,2022-08-19
19 August 2022 - 10:19 AM,8.9,126.59,18,3.8,Cagwait ,Surigao Del Sur,2022-08-19T10:19:00,2022-08-19,10:19:00,2022-08-19
26 July 2022 - 10:30 PM,5.18,126.36,63,3.6,Sarangani Island ,Municipality Of Sarangani ,2022-07-26T10:30:00,2022-07-26,10:30:00,2022-07-26
26 July 2022 - 12:19 PM,2.94,126.31,85,4.5,Balut Island ,Municipality Of Sarangani ,2022-07-26T12:19:00,2022-07-26,12:19:00,2022-07-26
26 July 2022 - 11:02 AM,6.45,126.35,21,3.7,Governor Generoso ,Davao Oriental,2022-07-26T11:02:00,2022-07-26,11:02:00,2022-07-26
09 June 2022 - 12:54 AM,5.44,127.15,9,3.8,Jose Abad Santos ,Davao Occidental,2022-06-09T12:54:00,2022-06-09,12:54:00,2022-06-09
05 May 2022 - 09:56 AM,6.42,127.55,98,4.0,Tarragona ,Davao Oriental,2022-05-05T09:56:00,2022-05-05,09:56:00,2022-05-05
05 May 2022 - 09:53 AM,6.39,127.49,95,3.6,Tarragona ,Davao Oriental,2022-05-05T09:53:00,2022-05-05,09:53:00,2022-05-05
05 May 2022 - 09:20 AM,14.32,119.53,1,3.9,Lubang ,Occidental Mindoro,2022-05-05T09:20:00,2022-05-05,09:20:00,2022-05-05
05 May 2022 - 09:05 AM,6.07,127.55,31,3.7,Tarragona ,Davao Oriental,2022-05-05T09:05:00,2022-05-05,09:05:00,2022-05-05
05 May 2022 - 09:00 AM,14.2,119.12,29,3.8,Lubang ,Occidental Mindoro,2022-05-05T09:00:00,2022-05-05,09:00:00,2022-05-05
05 May 2022 - 07:42 AM,7.04,127.63,30,3.6,Caraga ,Davao Oriental,2022-05-05T07:42:00,2022-05-05,07:42:00,2022-05-05
05 May 2022 - 07:05 AM,14.15,119.15,30,3.5,Lubang ,Occidental Mindoro,2022-05-05T07:05:00,2022-05-05,07:05:00,2022-05-05
12 April 2022 - 03:23 AM,21.6,121.1,33,4.1,Itbayat ,Batanes,2022-04-12T03:23:00,2022-04-12,03:23:00,2022-04-12
12 April 2022 - 03:15 AM,21.48,121.02,15,4.2,Itbayat ,Batanes,2022-04-12T03:15:00,2022-04-12,03:15:00,2022-04-12
25 July 2022 - 10:46 PM,15.51,120.14,22,3.8,San Jose ,Tarlac,2022-07-25T10:46:00,2022-07-25,10:46:00,2022-07-25
25 July 2022 - 05:42 PM,11.9,126.03,12,4.2,Dolores ,Eastern Samar,2022-07-25T05:42:00,2022-07-25,05:42:00,2022-07-25
08 June 2022 - 09:29 PM,8.99,127.0,6,3.6,Cagwait ,Surigao Del Sur,2022-06-08T09:29:00,2022-06-08,09:29:00,2022-06-08
08 June 2022 - 07:28 PM,12.17,123.87,4,4.1,Dimasalang ,Masbate,2022-06-08T07:28:00,2022-06-08,07:28:00,2022-06-08
18 March 2022 - 10:26 AM,17.26,120.29,18,4.2,San Esteban ,Ilocos Sur,2022-03-18T10:26:00,2022-03-18,10:26:00,2022-03-18
18 March 2022 - 07:33 AM,6.65,126.49,85,3.5,Tarragona ,Davao Oriental,2022-03-18T07:33:00,2022-03-18,07:33:00,2022-03-18
05 May 2022 - 04:10 AM,9.65,126.47,10,4.1,General Luna ,Surigao Del Norte,2022-05-05T04:10:00,2022-05-05,04:10:00,2022-05-05
11 April 2022 - 11:32 PM,21.44,121.14,3,3.9,Itbayat ,Batanes,2022-04-11T11:32:00,2022-04-11,11:32:00,2022-04-11
11 April 2022 - 10:47 PM,21.57,121.12,32,4.0,Itbayat ,Batanes,2022-04-11T10:47:00,2022-04-11,10:47:00,2022-04-11
11 April 2022 - 10:32 PM,21.73,121.33,28,3.9,Itbayat ,Batanes,2022-04-11T10:32:00,2022-04-11,10:32:00,2022-04-11
19 August 2022 - 02:43 AM,17.16,120.7,1,4.5,Quirino ,Ilocos Sur,2022-08-19T02:43:00,2022-08-19,02:43:00,2022-08-19
19 August 2022 - 02:20 AM,4.18,125.78,72,4.3,Balut Island ,Municipality Of Sarangani ,2022-08-19T02:20:00,2022-08-19,02:20:00,2022-08-19
25 July 2022 - 05:45 AM,11.98,126.04,10,4.6,Dolores ,Eastern Samar,2022-07-25T05:45:00,2022-07-25,05:45:00,2022-07-25
25 July 2022 - 03:12 AM,11.93,125.99,12,4.1,Dolores ,Eastern Samar,2022-07-25T03:12:00,2022-07-25,03:12:00,2022-07-25
24 July 2022 - 10:05 PM,11.9,126.04,10,4.0,Dolores ,Eastern Samar,2022-07-24T10:05:00,2022-07-24,10:05:00,2022-07-24
17 March 2022 - 11:33 PM,13.91,119.19,23,3.8,Lubang ,Occidental Mindoro,2022-03-17T11:33:00,2022-03-17,11:33:00,2022-03-17
17 March 2022 - 11:07 PM,14.07,119.24,32,3.8,Lubang ,Occidental Mindoro,2022-03-17T11:07:00,2022-03-17,11:07:00,2022-03-17
17 March 2022 - 11:04 PM,4.75,125.13,502,4.0,Balut Island ,Municipality Of Sarangani ,2022-03-17T11:04:00,2022-03-17,11:04:00,2022-03-17
04 May 2022 - 09:02 PM,13.44,125.09,48,3.6,Baras ,Catanduanes,2022-05-04T09:02:00,2022-05-04,09:02:00,2022-05-04
04 May 2022 - 08:16 PM,14.02,119.3,26,3.5,Lubang ,Occidental Mindoro,2022-05-04T08:16:00,2022-05-04,08:16:00,2022-05-04
04 May 2022 - 04:13 PM,10.25,126.52,21,3.7,Burgos ,Surigao Del Norte,2022-05-04T04:13:00,2022-05-04,04:13:00,2022-05-04
11 April 2022 - 07:15 PM,9.25,126.8,2,4.5,Bayabas ,Surigao Del Sur,2022-04-11T07:15:00,2022-04-11,07:15:00,2022-04-11
18 August 2022 - 10:46 PM,6.76,125.07,4,3.8,Magsaysay ,Davao Del Sur,2022-08-18T10:46:00,2022-08-18,10:46:00,2022-08-18
24 July 2022 - 06:13 PM,11.9,126.0,13,3.6,Dolores ,Eastern Samar,2022-07-24T06:13:00,2022-07-24,06:13:00,2022-07-24
07 June 2022 - 05:09 PM,3.88,126.36,29,3.9,Balut Island ,Municipality Of Sarangani ,2022-06-07T05:09:00,2022-06-07,05:09:00,2022-06-07
17 March 2022 - 04:47 PM,14.35,119.32,2,3.6,Lubang ,Occidental Mindoro,2022-03-17T04:47:00,2022-03-17,04:47:00,2022-03-17
17 March 2022 - 04:36 PM,14.19,119.08,33,3.8,Lubang ,Occidental Mindoro,2022-03-17T04:36:00,2022-03-17,04:36:00,2022-03-17
11 April 2022 - 12:21 AM,21.58,121.17,59,3.9,Itbayat ,Batanes,2022-04-11T12:21:00,2022-04-11,12:21:00,2022-04-11
18 August 2022 - 10:07 PM,4.45,127.22,1,3.6,Sarangani Island ,Municipality Of Sarangani ,2022-08-18T10:07:00,2022-08-18,10:07:00,2022-08-18
07 June 2022 - 01:30 AM,8.86,122.47,33,3.6,Basay ,Negros Oriental,2022-06-07T01:30:00,2022-06-07,01:30:00,2022-06-07
06 June 2022 - 05:59 PM,6.3,126.37,57,3.8,Governor Generoso ,Davao Oriental,2022-06-06T05:59:00,2022-06-06,05:59:00,2022-06-06
03 May 2022 - 05:51 AM,2.64,128.33,257,4.7,Balut Island ,Municipality Of Sarangani ,2022-05-03T05:51:00,2022-05-03,05:51:00,2022-05-03
10 April 2022 - 04:23 AM,6.71,126.32,65,4.2,Governor Generoso ,Davao Oriental,2022-04-10T04:23:00,2022-04-10,04:23:00,2022-04-10
10 April 2022 - 03:23 AM,21.38,121.09,1,3.7,Itbayat ,Batanes,2022-04-10T03:23:00,2022-04-10,03:23:00,2022-04-10
18 August 2022 - 05:55 PM,5.59,127.02,55,3.7,Jose Abad Santos ,Davao Occidental,2022-08-18T05:55:00,2022-08-18,05:55:00,2022-08-18
18 August 2022 - 01:28 PM,4.08,127.47,87,3.5,Sarangani Island ,Municipality Of Sarangani ,2022-08-18T01:28:00,2022-08-18,01:28:00,2022-08-18
24 July 2022 - 01:51 AM,6.33,124.65,6,3.5,Santo Niño ,South Cotabato,2022-07-24T01:51:00,2022-07-24,01:51:00,2022-07-24
23 July 2022 - 04:45 PM,5.64,127.59,1,3.5,Tarragona ,Davao Oriental,2022-07-23T04:45:00,2022-07-23,04:45:00,2022-07-23
06 June 2022 - 06:12 AM,6.05,126.02,135,4.5,Don Marcelino ,Davao Occidental,2022-06-06T06:12:00,2022-06-06,06:12:00,2022-06-06
06 June 2022 - 05:12 AM,9.39,125.55,2,3.5,Jabonga ,Agusan Del Norte,2022-06-06T05:12:00,2022-06-06,05:12:00,2022-06-06
17 March 2022 - 08:51 AM,14.22,119.13,24,4.0,Lubang ,Occidental Mindoro,2022-03-17T08:51:00,2022-03-17,08:51:00,2022-03-17
17 March 2022 - 08:46 AM,9.08,127.04,1,3.7,Bayabas ,Surigao Del Sur,2022-03-17T08:46:00,2022-03-17,08:46:00,2022-03-17
17 March 2022 - 06:50 AM,2.13,126.96,203,4.8,Balut Island ,Municipality Of Sarangani ,2022-03-17T06:50:00,2022-03-17,06:50:00,2022-03-17
09 April 2022 - 11:52 PM,10.08,126.13,19,3.5,Burgos ,Surigao Del Norte,2022-04-09T11:52:00,2022-04-09,11:52:00,2022-04-09
09 April 2022 - 08:32 PM,12.31,123.83,17,3.5,Batuan ,Masbate,2022-04-09T08:32:00,2022-04-09,08:32:00,2022-04-09
18 August 2022 - 05:56 AM,5.88,127.0,63,3.7,Governor Generoso ,Davao Oriental,2022-08-18T05:56:00,2022-08-18,05:56:00,2022-08-18
18 August 2022 - 04:16 AM,19.57,120.96,15,3.5,Dalupiri Island ,Calayan ,2022-08-18T04:16:00,2022-08-18,04:16:00,2022-08-18
23 July 2022 - 02:15 PM,15.24,122.08,8,4.2,Panukulan ,Quezon,2022-07-23T02:15:00,2022-07-23,02:15:00,2022-07-23
23 July 2022 - 10:34 AM,10.41,125.53,92,3.9,Loreto ,Dinagat Islands,2022-07-23T10:34:00,2022-07-23,10:34:00,2022-07-23
17 March 2022 - 03:02 AM,14.04,119.24,25,3.8,Lubang ,Occidental Mindoro,2022-03-17T03:02:00,2022-03-17,03:02:00,2022-03-17
02 May 2022 - 04:18 AM,5.93,126.53,90,3.7,Governor Generoso ,Davao Oriental,2022-05-02T04:18:00,2022-05-02,04:18:00,2022-05-02
02 May 2022 - 12:30 AM,14.28,119.09,30,3.9,Lubang ,Occidental Mindoro,2022-05-02T12:30:00,2022-05-02,12:30:00,2022-05-02
17 August 2022 - 09:17 PM,17.58,120.64,8,3.7,Tayum ,Abra,2022-08-17T09:17:00,2022-08-17,09:17:00,2022-08-17
17 August 2022 - 03:21 PM,17.68,120.15,26,3.6,Santa Catalina ,Ilocos Sur,2022-08-17T03:21:00,2022-08-17,03:21:00,2022-08-17
23 July 2022 - 12:48 AM,5.77,127.47,16,3.6,Tarragona ,Davao Oriental,2022-07-23T12:48:00,2022-07-23,12:48:00,2022-07-23
23 July 2022 - 12:45 AM,12.41,126.15,17,3.6,San Policarpo ,Eastern Samar,2022-07-23T12:45:00,2022-07-23,12:45:00,2022-07-23
23 July 2022 - 12:07 AM,5.52,127.58,56,3.8,Governor Generoso ,Davao Oriental,2022-07-23T12:07:00,2022-07-23,12:07:00,2022-07-23
22 July 2022 - 11:34 PM,5.75,127.83,56,3.8,Tarragona ,Davao Oriental,2022-07-22T11:34:00,2022-07-22,11:34:00,2022-07-22
22 July 2022 - 07:17 PM,13.66,120.61,134,4.2,Calatagan ,Batangas,2022-07-22T07:17:00,2022-07-22,07:17:00,2022-07-22
22 July 2022 - 06:03 PM,9.64,123.55,4,3.5,Alcoy ,Cebu,2022-07-22T06:03:00,2022-07-22,06:03:00,2022-07-22
05 June 2022 - 06:27 PM,9.31,125.47,1,4.3,Jabonga ,Agusan Del Norte,2022-06-05T06:27:00,2022-06-05,06:27:00,2022-06-05
05 June 2022 - 03:02 PM,9.47,125.5,1,3.5,Mainit ,Surigao Del Norte,2022-06-05T03:02:00,2022-06-05,03:02:00,2022-06-05
01 May 2022 - 10:11 AM,3.67,126.86,283,4.3,Balut Island ,Municipality,2022-05-01T10:11:00,2022-05-01,10:11:00,2022-05-01
09 April 2022 - 12:30 PM,9.3,126.44,16,3.7,Bayabas ,Surigao Del Sur,2022-04-09T12:30:00,2022-04-09,12:30:00,2022-04-09
09 April 2022 - 12:19 PM,11.43,125.91,6,3.5,Hernani ,Eastern Samar,2022-04-09T12:19:00,2022-04-09,12:19:00,2022-04-09
09 April 2022 - 09:28 AM,11.41,125.95,7,3.8,Hernani ,Eastern Samar,2022-04-09T09:28:00,2022-04-09,09:28:00,2022-04-09
09 April 2022 - 09:23 AM,11.42,125.84,11,4.4,Hernani ,Eastern Samar,2022-04-09T09:23:00,2022-04-09,09:23:00,2022-04-09
05 June 2022 - 06:27 AM,9.46,125.48,1,3.7,Kitcharao ,Agusan Del Norte,2022-06-05T06:27:00,2022-06-05,06:27:00,2022-06-05
16 March 2022 - 06:29 PM,12.21,124.83,91,3.5,Matuguinao ,Samar,2022-03-16T06:29:00,2022-03-16,06:29:00,2022-03-16
16 March 2022 - 03:07 PM,14.15,119.17,21,3.5,Lubang ,Occidental Mindoro,2022-03-16T03:07:00,2022-03-16,03:07:00,2022-03-16
16 March 2022 - 02:28 PM,8.46,127.13,21,4.1,Hinatuan ,Surigao Del Sur,2022-03-16T02:28:00,2022-03-16,02:28:00,2022-03-16
09 April 2022 - 05:51 AM,4.68,126.14,95,4.2,Sarangani Island ,Municipality Of Sarangani ,2022-04-09T05:51:00,2022-04-09,05:51:00,2022-04-09
09 April 2022 - 05:41 AM,11.25,124.59,9,3.8,Kananga ,Leyte,2022-04-09T05:41:00,2022-04-09,05:41:00,2022-04-09
09 April 2022 - 05:08 AM,9.14,126.56,11,3.5,Bayabas ,Surigao Del Sur,2022-04-09T05:08:00,2022-04-09,05:08:00,2022-04-09
09 April 2022 - 05:00 AM,9.26,126.73,6,3.6,Bayabas ,Surigao Del Sur,2022-04-09T05:00:00,2022-04-09,05:00:00,2022-04-09
09 April 2022 - 03:56 AM,5.75,126.19,83,3.5,Jose Abad Santos ,Davao Occidental,2022-04-09T03:56:00,2022-04-09,03:56:00,2022-04-09
17 August 2022 - 01:31 AM,6.63,123.66,1,3.5,Lebak ,Sultan Kudarat,2022-08-17T01:31:00,2022-08-17,01:31:00,2022-08-17
22 July 2022 - 02:16 AM,11.88,126.01,10,3.6,Sulat ,Eastern Samar,2022-07-22T02:16:00,2022-07-22,02:16:00,2022-07-22
22 July 2022 - 12:38 AM,4.69,126.61,38,4.5,Sarangani Island ,Municipality Of Sarangani ,2022-07-22T12:38:00,2022-07-22,12:38:00,2022-07-22
22 July 2022 - 12:05 AM,11.89,125.93,13,4.0,Sulat ,Eastern Samar,2022-07-22T12:05:00,2022-07-22,12:05:00,2022-07-22
04 June 2022 - 11:19 PM,20.0,121.43,19,4.2,Sabtang ,Batanes,2022-06-04T11:19:00,2022-06-04,11:19:00,2022-06-04
16 March 2022 - 10:42 AM,14.1,119.1,36,3.9,Lubang ,Occidental Mindoro,2022-03-16T10:42:00,2022-03-16,10:42:00,2022-03-16
16 March 2022 - 08:49 AM,14.05,119.16,25,4.0,Lubang ,Occidental Mindoro,2022-03-16T08:49:00,2022-03-16,08:49:00,2022-03-16
09 April 2022 - 01:40 AM,12.35,123.74,11,4.1,City Of Masbate ,Masbate,2022-04-09T01:40:00,2022-04-09,01:40:00,2022-04-09
08 April 2022 - 11:36 PM,14.65,121.79,5,3.8,Polillo ,Quezon,2022-04-08T11:36:00,2022-04-08,11:36:00,2022-04-08
16 August 2022 - 10:00 PM,18.21,118.13,3,4.2,San Vicente ,Ilocos Sur,2022-08-16T10:00:00,2022-08-16,10:00:00,2022-08-16
16 August 2022 - 07:56 PM,6.69,125.18,26,3.7,Magsaysay ,Davao Del Sur,2022-08-16T07:56:00,2022-08-16,07:56:00,2022-08-16
16 August 2022 - 03:13 PM,10.29,125.74,20,4.7,Loreto ,Dinagat Islands,2022-08-16T03:13:00,2022-08-16,03:13:00,2022-08-16
21 July 2022 - 10:01 AM,11.32,125.45,27,4.6,Hernani ,Eastern Samar,2022-07-21T10:01:00,2022-07-21,10:01:00,2022-07-21
21 July 2022 - 06:12 AM,3.91,127.37,37,3.5,Balut Island ,Municipality Of Sarangani ,2022-07-21T06:12:00,2022-07-21,06:12:00,2022-07-21
21 July 2022 - 05:30 AM,11.89,125.93,26,3.6,Dolores ,Eastern Samar,2022-07-21T05:30:00,2022-07-21,05:30:00,2022-07-21
04 June 2022 - 08:11 PM,21.63,120.88,32,4.3,Itbayat ,Batanes,2022-06-04T08:11:00,2022-06-04,08:11:00,2022-06-04
16 March 2022 - 05:17 AM,14.12,119.19,31,3.5,Lubang ,Occidental Mindoro,2022-03-16T05:17:00,2022-03-16,05:17:00,2022-03-16
16 March 2022 - 05:11 AM,14.01,119.21,33,4.1,Lubang ,Occidental Mindoro,2022-03-16T05:11:00,2022-03-16,05:11:00,2022-03-16
16 March 2022 - 03:49 AM,13.95,119.22,22,4.5,Lubang ,Occidental Mindoro,2022-03-16T03:49:00,2022-03-16,03:49:00,2022-03-16
16 March 2022 - 03:36 AM,14.06,119.17,32,4.2,Lubang ,Occidental Mindoro,2022-03-16T03:36:00,2022-03-16,03:36:00,2022-03-16
08 April 2022 - 01:30 PM,14.27,119.11,43,3.7,Lubang ,Occidental Mindoro,2022-04-08T01:30:00,2022-04-08,01:30:00,2022-04-08
08 April 2022 - 01:04 PM,9.25,126.74,8,4.2,Bayabas ,Surigao Del Sur,2022-04-08T01:04:00,2022-04-08,01:04:00,2022-04-08
08 April 2022 - 04:01 AM,14.26,119.39,2,3.5,Lubang ,Occidental Mindoro,2022-04-08T04:01:00,2022-04-08,04:01:00,2022-04-08
16 August 2022 - 11:21 AM,6.77,124.96,21,3.5,Datu Paglas ,Maguindanao,2022-08-16T11:21:00,2022-08-16,11:21:00,2022-08-16
21 July 2022 - 02:36 AM,16.0,120.94,6,3.8,San Quintin ,Pangasinan,2022-07-21T02:36:00,2022-07-21,02:36:00,2022-07-21
04 June 2022 - 02:48 AM,5.44,127.61,92,4.0,Governor Generoso ,Davao Oriental,2022-06-04T02:48:00,2022-06-04,02:48:00,2022-06-04
03 June 2022 - 11:56 PM,5.1,127.84,65,3.7,Jose Abad Santos ,Davao Occidental,2022-06-03T11:56:00,2022-06-03,11:56:00,2022-06-03
03 June 2022 - 11:16 PM,5.18,128.04,104,4.4,Tarragona ,Davao Oriental,2022-06-03T11:16:00,2022-06-03,11:16:00,2022-06-03
16 March 2022 - 03:17 AM,14.04,119.35,33,3.8,Lubang ,Occidental Mindoro,2022-03-16T03:17:00,2022-03-16,03:17:00,2022-03-16
16 March 2022 - 02:39 AM,14.06,119.2,31,3.7,Lubang ,Occidental Mindoro,2022-03-16T02:39:00,2022-03-16,02:39:00,2022-03-16
20 July 2022 - 03:48 PM,8.78,124.59,17,3.6,Lagonglong ,Misamis Oriental,2022-07-20T03:48:00,2022-07-20,03:48:00,2022-07-20
20 July 2022 - 01:18 PM,5.67,127.19,114,4.8,Governor Generoso ,Davao Oriental,2022-07-20T01:18:00,2022-07-20,01:18:00,2022-07-20
20 July 2022 - 05:14 AM,7.18,127.26,8,4.6,Caraga ,Davao Oriental,2022-07-20T05:14:00,2022-07-20,05:14:00,2022-07-20
03 June 2022 - 10:29 PM,3.36,126.63,47,4.4,Balut Island ,Municipality Of Sarangani ,2022-06-03T10:29:00,2022-06-03,10:29:00,2022-06-03
03 June 2022 - 09:09 PM,19.35,122.22,1,4.1,Babuyan Island ,Calayan ,2022-06-03T09:09:00,2022-06-03,09:09:00,2022-06-03
03 June 2022 - 09:14 AM,8.98,126.59,7,3.6,Cagwait ,Surigao Del Sur,2022-06-03T09:14:00,2022-06-03,09:14:00,2022-06-03
07 April 2022 - 05:52 PM,6.28,125.69,160,4.2,Don Marcelino ,Davao Occidental,2022-04-07T05:52:00,2022-04-07,05:52:00,2022-04-07
15 August 2022 - 07:47 PM,6.7,125.15,20,4.1,Magsaysay ,Davao Del Sur,2022-08-15T07:47:00,2022-08-15,07:47:00,2022-08-15
19 July 2022 - 11:37 PM,19.47,120.48,15,3.7,Dalupiri Island ,Calayan ,2022-07-19T11:37:00,2022-07-19,11:37:00,2022-07-19
19 July 2022 - 11:32 PM,12.41,126.11,20,3.9,San Policarpo ,Eastern Samar,2022-07-19T11:32:00,2022-07-19,11:32:00,2022-07-19
03 June 2022 - 03:55 AM,8.99,126.56,1,3.7,Cagwait ,Surigao Del Sur,2022-06-03T03:55:00,2022-06-03,03:55:00,2022-06-03
15 March 2022 - 10:17 PM,14.13,119.1,31,4.1,Lubang ,Occidental Mindoro,2022-03-15T10:17:00,2022-03-15,10:17:00,2022-03-15
15 March 2022 - 10:06 PM,14.11,119.13,32,3.5,Lubang ,Occidental Mindoro,2022-03-15T10:06:00,2022-03-15,10:06:00,2022-03-15
15 March 2022 - 07:46 PM,13.1,122.85,9,3.7,San Pascual ,Masbate,2022-03-15T07:46:00,2022-03-15,07:46:00,2022-03-15
07 April 2022 - 08:36 AM,14.26,119.13,24,4.6,Lubang ,Occidental Mindoro,2022-04-07T08:36:00,2022-04-07,08:36:00,2022-04-07
07 April 2022 - 01:31 AM,9.23,126.84,1,3.8,Bayabas ,Surigao Del Sur,2022-04-07T01:31:00,2022-04-07,01:31:00,2022-04-07
15 August 2022 - 04:52 PM,19.19,121.07,17,3.6,Dalupiri Island ,Calayan ,2022-08-15T04:52:00,2022-08-15,04:52:00,2022-08-15
15 August 2022 - 04:19 PM,18.17,120.86,99,4.5,Carasi ,Ilocos Norte,2022-08-15T04:19:00,2022-08-15,04:19:00,2022-08-15
15 August 2022 - 09:38 AM,6.53,126.91,21,4.4,Tarragona ,Davao Oriental,2022-08-15T09:38:00,2022-08-15,09:38:00,2022-08-15
19 July 2022 - 09:10 PM,2.67,128.1,185,4.3,Balut Island ,Municipality Of Sarangani ,2022-07-19T09:10:00,2022-07-19,09:10:00,2022-07-19
19 July 2022 - 06:11 PM,4.61,126.06,29,3.6,Balut Island ,Municipality Of Sarangani ,2022-07-19T06:11:00,2022-07-19,06:11:00,2022-07-19
03 June 2022 - 03:32 AM,8.9,126.7,13,3.8,Cagwait ,Surigao Del Sur,2022-06-03T03:32:00,2022-06-03,03:32:00,2022-06-03
03 June 2022 - 03:11 AM,8.94,126.47,14,3.6,Cagwait ,Surigao Del Sur,2022-06-03T03:11:00,2022-06-03,03:11:00,2022-06-03
15 March 2022 - 04:31 PM,14.19,119.14,32,4.4,Lubang ,Occidental Mindoro,2022-03-15T04:31:00,2022-03-15,04:31:00,2022-03-15
15 March 2022 - 04:05 PM,14.15,119.08,32,4.9,Lubang ,Occidental Mindoro,2022-03-15T04:05:00,2022-03-15,04:05:00,2022-03-15
06 April 2022 - 11:33 PM,9.19,126.9,2,4.4,Bayabas ,Surigao Del Sur,2022-04-06T11:33:00,2022-04-06,11:33:00,2022-04-06
19 July 2022 - 03:35 PM,12.53,126.34,14,3.7,San Policarpo ,Eastern Samar,2022-07-19T03:35:00,2022-07-19,03:35:00,2022-07-19
19 July 2022 - 03:09 PM,10.47,126.45,3,3.7,Burgos ,Surigao Del Norte,2022-07-19T03:09:00,2022-07-19,03:09:00,2022-07-19
02 June 2022 - 07:55 PM,9.0,126.28,59,4.8,Bayabas ,Surigao Del Sur,2022-06-02T07:55:00,2022-06-02,07:55:00,2022-06-02
15 March 2022 - 12:31 PM,14.09,119.21,21,4.2,Lubang ,Occidental Mindoro,2022-03-15T12:31:00,2022-03-15,12:31:00,2022-03-15
15 March 2022 - 07:36 AM,14.16,119.12,24,4.3,Lubang ,Occidental Mindoro,2022-03-15T07:36:00,2022-03-15,07:36:00,2022-03-15
06 April 2022 - 12:16 PM,11.25,124.61,6,4.0,Capoocan ,Leyte,2022-04-06T12:16:00,2022-04-06,12:16:00,2022-04-06
14 August 2022 - 09:04 PM,4.46,126.22,14,4.7,Balut Island ,Municipality Of Sarangani ,2022-08-14T09:04:00,2022-08-14,09:04:00,2022-08-14
14 August 2022 - 08:23 PM,8.95,126.53,17,4.1,Cagwait ,Surigao Del Sur,2022-08-14T08:23:00,2022-08-14,08:23:00,2022-08-14
14 August 2022 - 05:42 PM,11.13,121.76,14,3.5,Patnongon ,Antique,2022-08-14T05:42:00,2022-08-14,05:42:00,2022-08-14
14 August 2022 - 12:49 PM,12.85,125.19,5,3.5,Palapag ,Northern Samar,2022-08-14T12:49:00,2022-08-14,12:49:00,2022-08-14
19 July 2022 - 07:21 AM,10.45,126.23,2,3.7,Burgos ,Surigao Del Norte,2022-07-19T07:21:00,2022-07-19,07:21:00,2022-07-19
19 July 2022 - 05:56 AM,10.46,126.42,1,3.6,Burgos ,Surigao Del Norte,2022-07-19T05:56:00,2022-07-19,05:56:00,2022-07-19
19 July 2022 - 05:32 AM,5.51,126.73,77,3.6,Jose Abad Santos ,Davao Occidental,2022-07-19T05:32:00,2022-07-19,05:32:00,2022-07-19
02 June 2022 - 11:06 AM,6.21,127.78,77,4.8,Tarragona ,Davao Oriental,2022-06-02T11:06:00,2022-06-02,11:06:00,2022-06-02
15 March 2022 - 06:23 AM,14.18,119.12,33,3.7,Lubang ,Occidental Mindoro,2022-03-15T06:23:00,2022-03-15,06:23:00,2022-03-15
