date_time,lat,long,depth,magnitude,location 1,location 2,date_time_formatted,date,time,date_f
28 September 2021 - 05:36 PM,13.86,120.54,65,2.0,Calatagan ,Batangas,2021-09-28T05:36:00,2021-09-28,05:36:00,2021-09-28
28 September 2021 - 02:01 PM,13.24,120.31,28,2.0,Mamburao ,Occidental Mindoro,2021-09-28T02:01:00,2021-09-28,02:01:00,2021-09-28
27 April 2021 - 04:01 PM,13.93,120.5,84,2.0,Calatagan ,Batangas,2021-04-27T04:01:00,2021-04-27,04:01:00,2021-04-27
27 April 2021 - 01:44 PM,9.47,122.65,26,1.9,Hinoba-an ,Negros Occidental,2021-04-27T01:44:00,2021-04-27,01:44:00,2021-04-27
27 April 2021 - 12:31 PM,18.51,120.79,34,2.0,Bangui ,Ilocos Norte,2021-04-27T12:31:00,2021-04-27,12:31:00,2021-04-27
27 April 2021 - 12:24 PM,13.38,120.32,34,1.9,Paluan ,Occidental Mindoro,2021-04-27T12:24:00,2021-04-27,12:24:00,2021-04-27
27 April 2021 - 11:47 AM,9.63,126.2,23,1.7,General Luna ,Surigao Del Norte,2021-04-27T11:47:00,2021-04-27,11:47:00,2021-04-27
28 November 2021 - 02:56 PM,12.77,121.08,26,2.0,Calintaan ,Occidental Mindoro,2021-11-28T02:56:00,2021-11-28,02:56:00,2021-11-28
28 November 2021 - 05:05 AM,13.56,120.69,110,1.9,Abra De Ilog ,Occidental Mindoro,2021-11-28T05:05:00,2021-11-28,05:05:00,2021-11-28
28 November 2021 - 04:56 AM,7.19,126.01,10,2.0,Pantukan ,Davao De Oro,2021-11-28T04:56:00,2021-11-28,04:56:00,2021-11-28
28 November 2021 - 04:45 AM,7.21,125.5,7,2.0,City Of Davao ,Davao Del Sur,2021-11-28T04:45:00,2021-11-28,04:45:00,2021-11-28
28 November 2021 - 04:38 AM,13.74,120.62,168,2.0,Calatagan ,Batangas,2021-11-28T04:38:00,2021-11-28,04:38:00,2021-11-28
28 December 2021 - 06:39 PM,7.73,122.17,14,1.5,Siocon ,Zamboanga Del Norte,2021-12-28T06:39:00,2021-12-28,06:39:00,2021-12-28
28 December 2021 - 03:16 AM,6.88,124.97,26,1.8,M'lang ,Cotabato,2021-12-28T03:16:00,2021-12-28,03:16:00,2021-12-28
28 December 2021 - 02:38 AM,18.66,120.75,32,1.9,Pagudpud ,Ilocos Norte,2021-12-28T02:38:00,2021-12-28,02:38:00,2021-12-28
28 December 2021 - 01:22 AM,15.52,119.93,31,1.8,Masinloc ,Zambales,2021-12-28T01:22:00,2021-12-28,01:22:00,2021-12-28
27 December 2021 - 08:46 PM,13.69,120.66,97,1.5,Calatagan ,Batangas,2021-12-27T08:46:00,2021-12-27,08:46:00,2021-12-27
29 June 2021 - 03:35 PM,3.99,125.86,146,0.0,Sarangani ,Davao Occidental,2021-06-29T03:35:00,2021-06-29,03:35:00,2021-06-29
29 June 2021 - 02:25 PM,13.52,120.13,21,1.8,Looc ,Occidental Mindoro,2021-06-29T02:25:00,2021-06-29,02:25:00,2021-06-29
29 June 2021 - 04:26 AM,16.58,120.93,23,1.9,Ambaguio ,Nueva Vizcaya,2021-06-29T04:26:00,2021-06-29,04:26:00,2021-06-29
28 October 2021 - 01:39 PM,13.0,124.63,11,0.0,Catarman ,Northern Samar,2021-10-28T01:39:00,2021-10-28,01:39:00,2021-10-28
28 October 2021 - 03:49 AM,13.5,123.99,6,1.8,Virac ,Catanduanes,2021-10-28T03:49:00,2021-10-28,03:49:00,2021-10-28
28 October 2021 - 02:20 AM,13.6,123.22,34,1.8,Canaman ,Camarines Sur,2021-10-28T02:20:00,2021-10-28,02:20:00,2021-10-28
28 August 2021 - 08:31 PM,9.5,122.16,12,2.0,Hinoba-an ,Negros Occidental,2021-08-28T08:31:00,2021-08-28,08:31:00,2021-08-28
28 August 2021 - 06:26 PM,17.56,120.89,3,1.8,Bucay ,Abra,2021-08-28T06:26:00,2021-08-28,06:26:00,2021-08-28
28 August 2021 - 06:20 PM,15.22,122.03,4,1.6,Panukulan ,Quezon,2021-08-28T06:20:00,2021-08-28,06:20:00,2021-08-28
28 August 2021 - 05:50 PM,13.72,120.61,100,2.0,Calatagan ,Batangas,2021-08-28T05:50:00,2021-08-28,05:50:00,2021-08-28
28 August 2021 - 04:28 PM,13.7,120.68,99,1.6,Calatagan ,Batangas,2021-08-28T04:28:00,2021-08-28,04:28:00,2021-08-28
28 August 2021 - 10:44 AM,16.01,121.97,31,1.7,Dinalungan ,Aurora,2021-08-28T10:44:00,2021-08-28,10:44:00,2021-08-28
28 August 2021 - 10:25 AM,15.03,122.58,33,1.9,Jomalig ,Quezon,2021-08-28T10:25:00,2021-08-28,10:25:00,2021-08-28
28 August 2021 - 08:31 AM,13.72,120.65,92,1.6,Calatagan ,Batangas,2021-08-28T08:31:00,2021-08-28,08:31:00,2021-08-28
29 July 2021 - 02:53 AM,13.64,120.61,83,2.0,Calatagan ,Batangas,2021-07-29T02:53:00,2021-07-29,02:53:00,2021-07-29
28 July 2021 - 11:38 PM,16.75,119.88,35,2.0,Bolinao ,Pangasinan,2021-07-28T11:38:00,2021-07-28,11:38:00,2021-07-28
28 July 2021 - 10:40 PM,13.59,120.58,119,2.0,Calatagan ,Batangas,2021-07-28T10:40:00,2021-07-28,10:40:00,2021-07-28
28 July 2021 - 09:59 PM,12.51,119.25,34,2.0,Busuanga ,Palawan,2021-07-28T09:59:00,2021-07-28,09:59:00,2021-07-28
29 March 2021 - 11:52 AM,15.57,121.09,32,1.5,City Of Palayan ,Nueva Ecija,2021-03-29T11:52:00,2021-03-29,11:52:00,2021-03-29
29 March 2021 - 09:20 AM,14.91,119.77,16,2.0,San Antonio ,Zambales,2021-03-29T09:20:00,2021-03-29,09:20:00,2021-03-29
29 March 2021 - 06:14 AM,16.41,120.81,34,1.7,Bokod ,Benguet,2021-03-29T06:14:00,2021-03-29,06:14:00,2021-03-29
29 March 2021 - 05:34 AM,10.12,126.15,32,1.8,Burgos ,Surigao Del Norte,2021-03-29T05:34:00,2021-03-29,05:34:00,2021-03-29
29 March 2021 - 04:59 AM,9.74,124.54,13,1.7,Anda ,Bohol,2021-03-29T04:59:00,2021-03-29,04:59:00,2021-03-29
28 March 2021 - 11:32 PM,8.65,126.92,1,1.8,Marihatag ,Surigao Del Sur,2021-03-28T11:32:00,2021-03-28,11:32:00,2021-03-28
28 March 2021 - 11:31 PM,10.46,126.05,25,1.7,Homonhon Island ,Guiuan ,2021-03-28T11:31:00,2021-03-28,11:31:00,2021-03-28
25 January 2021 - 10:05 PM,7.71,124.9,15,2.0,Kadingilan ,Bukidnon,2021-01-25T10:05:00,2021-01-25,10:05:00,2021-01-25
25 January 2021 - 09:19 PM,15.2,120.41,24,1.8,Porac ,Pampanga,2021-01-25T09:19:00,2021-01-25,09:19:00,2021-01-25
25 January 2021 - 09:06 PM,15.17,120.33,27,2.0,Porac ,Pampanga,2021-01-25T09:06:00,2021-01-25,09:06:00,2021-01-25
26 February 2021 - 05:14 AM,10.58,125.79,31,1.8,Homonhon Island ,Guiuan ,2021-02-26T05:14:00,2021-02-26,05:14:00,2021-02-26
26 February 2021 - 01:30 AM,9.58,125.88,121,1.7,Socorro ,Surigao Del Norte,2021-02-26T01:30:00,2021-02-26,01:30:00,2021-02-26
26 February 2021 - 01:02 AM,7.08,126.54,1,1.6,Manay ,Davao Oriental,2021-02-26T01:02:00,2021-02-26,01:02:00,2021-02-26
29 May 2021 - 05:56 PM,10.72,124.06,29,1.7,Catmon ,Cebu,2021-05-29T05:56:00,2021-05-29,05:56:00,2021-05-29
29 May 2021 - 01:01 PM,13.96,122.9,1,2.0,San Lorenzo Ruiz ,Camarines Norte,2021-05-29T01:01:00,2021-05-29,01:01:00,2021-05-29
29 May 2021 - 12:06 PM,6.89,125.05,18,2.0,Makilala ,Cotabato,2021-05-29T12:06:00,2021-05-29,12:06:00,2021-05-29
29 May 2021 - 10:28 AM,8.51,125.86,65,2.0,Talacogon ,Agusan Del Sur,2021-05-29T10:28:00,2021-05-29,10:28:00,2021-05-29
29 May 2021 - 06:54 AM,13.45,120.85,26,1.8,Abra De Ilog ,Occidental Mindoro,2021-05-29T06:54:00,2021-05-29,06:54:00,2021-05-29
29 May 2021 - 05:30 AM,9.82,124.91,5,1.9,Limasawa ,Southern Leyte,2021-05-29T05:30:00,2021-05-29,05:30:00,2021-05-29
29 May 2021 - 05:02 AM,9.87,124.51,14,1.8,Alicia ,Bohol,2021-05-29T05:02:00,2021-05-29,05:02:00,2021-05-29
28 September 2021 - 12:17 PM,16.16,119.84,32,1.8,Agno ,Pangasinan,2021-09-28T12:17:00,2021-09-28,12:17:00,2021-09-28
28 September 2021 - 02:33 AM,13.85,120.49,76,2.0,Calatagan ,Batangas,2021-09-28T02:33:00,2021-09-28,02:33:00,2021-09-28
28 September 2021 - 12:57 AM,13.8,120.48,76,2.0,Calatagan ,Batangas,2021-09-28T12:57:00,2021-09-28,12:57:00,2021-09-28
27 September 2021 - 11:57 PM,6.59,125.19,24,2.0,Kiblawan ,Davao Del Sur,2021-09-27T11:57:00,2021-09-27,11:57:00,2021-09-27
27 April 2021 - 05:35 AM,13.8,120.62,96,2.0,Calatagan ,Batangas,2021-04-27T05:35:00,2021-04-27,05:35:00,2021-04-27
27 April 2021 - 03:34 AM,16.29,120.85,33,1.6,Santa Fe ,Nueva Vizcaya,2021-04-27T03:34:00,2021-04-27,03:34:00,2021-04-27
27 April 2021 - 12:48 AM,15.39,120.11,39,1.8,Botolan ,Zambales,2021-04-27T12:48:00,2021-04-27,12:48:00,2021-04-27
27 April 2021 - 12:09 AM,11.51,125.09,54,2.0,Calbiga ,Samar,2021-04-27T12:09:00,2021-04-27,12:09:00,2021-04-27
26 April 2021 - 09:52 PM,9.77,123.79,28,2.0,Panglao ,Bohol,2021-04-26T09:52:00,2021-04-26,09:52:00,2021-04-26
28 November 2021 - 03:02 AM,13.54,120.54,45,1.9,Paluan ,Occidental Mindoro,2021-11-28T03:02:00,2021-11-28,03:02:00,2021-11-28
28 November 2021 - 02:36 AM,13.09,120.57,27,2.0,Mamburao ,Occidental Mindoro,2021-11-28T02:36:00,2021-11-28,02:36:00,2021-11-28
28 November 2021 - 12:54 AM,7.31,123.74,35,1.9,Tabina ,Zamboanga Del Sur,2021-11-28T12:54:00,2021-11-28,12:54:00,2021-11-28
27 December 2021 - 03:19 PM,13.68,120.61,104,1.8,Calatagan ,Batangas,2021-12-27T03:19:00,2021-12-27,03:19:00,2021-12-27
27 December 2021 - 01:19 PM,12.51,120.57,34,1.7,Calintaan ,Occidental Mindoro,2021-12-27T01:19:00,2021-12-27,01:19:00,2021-12-27
27 December 2021 - 04:24 AM,12.27,120.71,27,2.0,Rizal ,Occidental Mindoro,2021-12-27T04:24:00,2021-12-27,04:24:00,2021-12-27
27 December 2021 - 04:08 AM,12.2,120.75,29,1.8,Rizal ,Occidental Mindoro,2021-12-27T04:08:00,2021-12-27,04:08:00,2021-12-27
27 December 2021 - 03:27 AM,12.26,120.72,30,2.0,Rizal ,Occidental Mindoro,2021-12-27T03:27:00,2021-12-27,03:27:00,2021-12-27
29 June 2021 - 03:10 AM,7.75,124.78,22,1.8,Kadingilan ,Bukidnon,2021-06-29T03:10:00,2021-06-29,03:10:00,2021-06-29
29 June 2021 - 03:08 AM,10.32,125.88,30,1.8,Burgos ,Surigao Del Norte,2021-06-29T03:08:00,2021-06-29,03:08:00,2021-06-29
29 June 2021 - 02:41 AM,9.74,125.94,10,1.7,Dapa ,Surigao Del Norte,2021-06-29T02:41:00,2021-06-29,02:41:00,2021-06-29
29 June 2021 - 01:55 AM,7.56,124.95,36,1.8,Kadingilan ,Bukidnon,2021-06-29T01:55:00,2021-06-29,01:55:00,2021-06-29
29 June 2021 - 01:25 AM,7.69,124.78,11,1.7,Kadingilan ,Bukidnon,2021-06-29T01:25:00,2021-06-29,01:25:00,2021-06-29
28 October 2021 - 02:06 AM,15.22,120.43,28,1.8,Bamban ,Tarlac,2021-10-28T02:06:00,2021-10-28,02:06:00,2021-10-28
28 October 2021 - 01:36 AM,8.75,126.46,16,2.0,Cagwait ,Surigao Del Sur,2021-10-28T01:36:00,2021-10-28,01:36:00,2021-10-28
28 August 2021 - 03:26 AM,13.72,120.62,75,1.7,Calatagan ,Batangas,2021-08-28T03:26:00,2021-08-28,03:26:00,2021-08-28
28 August 2021 - 02:37 AM,16.29,119.65,23,2.0,Agno ,Pangasinan,2021-08-28T02:37:00,2021-08-28,02:37:00,2021-08-28
27 August 2021 - 11:42 PM,13.77,120.6,98,1.6,Calatagan ,Batangas,2021-08-27T11:42:00,2021-08-27,11:42:00,2021-08-27
27 August 2021 - 10:51 PM,13.58,120.62,5,1.5,Abra De Ilog ,Occidental Mindoro,2021-08-27T10:51:00,2021-08-27,10:51:00,2021-08-27
27 August 2021 - 07:28 PM,7.14,125.74,33,2.0,Island Garden City Of Samal ,Davao Del Norte,2021-08-27T07:28:00,2021-08-27,07:28:00,2021-08-27
28 July 2021 - 09:49 PM,15.74,121.85,4,2.0,Baler ,Aurora,2021-07-28T09:49:00,2021-07-28,09:49:00,2021-07-28
28 July 2021 - 09:16 PM,13.27,119.98,11,2.0,Paluan ,Occidental Mindoro,2021-07-28T09:16:00,2021-07-28,09:16:00,2021-07-28
28 July 2021 - 08:58 PM,8.9,126.33,57,2.0,Cagwait ,Surigao Del Sur,2021-07-28T08:58:00,2021-07-28,08:58:00,2021-07-28
28 July 2021 - 07:37 PM,13.65,120.61,84,2.0,Calatagan ,Batangas,2021-07-28T07:37:00,2021-07-28,07:37:00,2021-07-28
28 July 2021 - 06:50 PM,15.12,122.96,32,2.0,Tinaga Island ,Vinzons ,2021-07-28T06:50:00,2021-07-28,06:50:00,2021-07-28
28 July 2021 - 06:49 PM,13.68,120.62,88,1.9,Calatagan ,Batangas,2021-07-28T06:49:00,2021-07-28,06:49:00,2021-07-28
28 July 2021 - 12:22 PM,13.66,120.33,32,1.8,Looc ,Occidental Mindoro,2021-07-28T12:22:00,2021-07-28,12:22:00,2021-07-28
28 July 2021 - 10:36 AM,13.87,120.59,115,1.8,Calatagan ,Batangas,2021-07-28T10:36:00,2021-07-28,10:36:00,2021-07-28
28 March 2021 - 10:24 PM,9.9,124.19,34,1.7,Danao ,Bohol,2021-03-28T10:24:00,2021-03-28,10:24:00,2021-03-28
28 March 2021 - 07:51 PM,9.01,125.62,32,1.6,Remedios T. Romualdez ,Agusan Del Norte,2021-03-28T07:51:00,2021-03-28,07:51:00,2021-03-28
28 March 2021 - 05:41 PM,9.63,126.29,32,1.8,General Luna ,Surigao Del Norte,2021-03-28T05:41:00,2021-03-28,05:41:00,2021-03-28
28 March 2021 - 04:58 PM,9.19,125.98,25,1.8,Lanuza ,Surigao Del Sur,2021-03-28T04:58:00,2021-03-28,04:58:00,2021-03-28
28 March 2021 - 04:39 PM,13.62,119.89,21,2.0,Lubang ,Occidental Mindoro,2021-03-28T04:39:00,2021-03-28,04:39:00,2021-03-28
28 March 2021 - 01:44 PM,9.82,125.41,12,2.0,San Francisco ,Surigao Del Norte,2021-03-28T01:44:00,2021-03-28,01:44:00,2021-03-28
28 March 2021 - 12:54 PM,7.69,126.14,1,1.6,Compostela ,Davao De Oro,2021-03-28T12:54:00,2021-03-28,12:54:00,2021-03-28
28 March 2021 - 11:55 AM,13.92,120.54,92,1.7,Calatagan ,Batangas,2021-03-28T11:55:00,2021-03-28,11:55:00,2021-03-28
25 January 2021 - 07:36 PM,15.39,120.44,29,1.6,Bamban ,Tarlac,2021-01-25T07:36:00,2021-01-25,07:36:00,2021-01-25
25 January 2021 - 05:41 PM,15.2,120.38,33,1.5,Porac ,Pampanga,2021-01-25T05:41:00,2021-01-25,05:41:00,2021-01-25
25 January 2021 - 04:55 PM,11.23,124.41,11,1.8,Villaba ,Leyte,2021-01-25T04:55:00,2021-01-25,04:55:00,2021-01-25
25 January 2021 - 05:42 AM,8.96,126.56,21,2.0,Bayabas ,Surigao Del Sur,2021-01-25T05:42:00,2021-01-25,05:42:00,2021-01-25
25 January 2021 - 02:19 AM,8.76,126.84,18,2.0,Bayabas ,Surigao Del Sur,2021-01-25T02:19:00,2021-01-25,02:19:00,2021-01-25
25 February 2021 - 10:24 PM,7.92,126.23,8,1.8,Lingig ,Surigao Del Sur,2021-02-25T10:24:00,2021-02-25,10:24:00,2021-02-25
25 February 2021 - 04:05 PM,7.09,126.87,19,1.8,Manay ,Davao Oriental,2021-02-25T04:05:00,2021-02-25,04:05:00,2021-02-25
29 May 2021 - 04:06 AM,9.63,126.03,28,2.0,Dapa ,Surigao Del Norte,2021-05-29T04:06:00,2021-05-29,04:06:00,2021-05-29
29 May 2021 - 03:44 AM,15.09,120.21,33,1.7,San Marcelino ,Zambales,2021-05-29T03:44:00,2021-05-29,03:44:00,2021-05-29
29 May 2021 - 03:44 AM,6.94,124.97,27,1.8,Tulunan ,Cotabato,2021-05-29T03:44:00,2021-05-29,03:44:00,2021-05-29
29 May 2021 - 02:36 AM,9.65,125.99,31,2.0,Socorro ,Surigao Del Norte,2021-05-29T02:36:00,2021-05-29,02:36:00,2021-05-29
29 May 2021 - 12:36 AM,11.02,124.7,1,1.8,Albuera ,Leyte,2021-05-29T12:36:00,2021-05-29,12:36:00,2021-05-29
28 May 2021 - 09:55 PM,16.82,122.42,1,2.0,Palanan ,Isabela,2021-05-28T09:55:00,2021-05-28,09:55:00,2021-05-28
27 September 2021 - 11:02 PM,13.84,120.51,67,1.7,Calatagan ,Batangas,2021-09-27T11:02:00,2021-09-27,11:02:00,2021-09-27
27 September 2021 - 09:09 PM,17.63,120.68,31,2.0,Bangued ,Abra,2021-09-27T09:09:00,2021-09-27,09:09:00,2021-09-27
27 September 2021 - 08:33 PM,11.77,125.64,34,2.0,San Julian ,Eastern Samar,2021-09-27T08:33:00,2021-09-27,08:33:00,2021-09-27
27 September 2021 - 08:30 PM,13.84,120.5,66,2.0,Calatagan ,Batangas,2021-09-27T08:30:00,2021-09-27,08:30:00,2021-09-27
27 September 2021 - 07:13 PM,16.83,121.5,29,2.0,San Mateo ,Isabela,2021-09-27T07:13:00,2021-09-27,07:13:00,2021-09-27
27 September 2021 - 07:10 PM,13.83,120.51,73,2.0,Calatagan ,Batangas,2021-09-27T07:10:00,2021-09-27,07:10:00,2021-09-27
27 September 2021 - 06:16 PM,9.38,125.91,1,1.8,Carrascal ,Surigao Del Sur,2021-09-27T06:16:00,2021-09-27,06:16:00,2021-09-27
27 September 2021 - 06:12 PM,14.53,119.76,28,1.7,Morong ,Bataan,2021-09-27T06:12:00,2021-09-27,06:12:00,2021-09-27
27 September 2021 - 01:07 PM,13.84,120.48,70,1.8,Calatagan ,Batangas,2021-09-27T01:07:00,2021-09-27,01:07:00,2021-09-27
27 September 2021 - 10:19 AM,13.8,120.49,72,2.0,Calatagan ,Batangas,2021-09-27T10:19:00,2021-09-27,10:19:00,2021-09-27
26 April 2021 - 04:48 AM,9.58,126.22,34,1.7,General Luna ,Surigao Del Norte,2021-04-26T04:48:00,2021-04-26,04:48:00,2021-04-26
26 April 2021 - 03:45 AM,14.18,122.26,8,1.9,Santa Elena ,Camarines Norte,2021-04-26T03:45:00,2021-04-26,03:45:00,2021-04-26
26 April 2021 - 12:28 AM,9.86,125.45,23,2.0,San Francisco ,Surigao Del Norte,2021-04-26T12:28:00,2021-04-26,12:28:00,2021-04-26
28 November 2021 - 12:46 AM,14.72,121.8,8,1.7,Polillo ,Quezon,2021-11-28T12:46:00,2021-11-28,12:46:00,2021-11-28
27 November 2021 - 09:15 PM,17.0,121.78,25,1.5,Luna ,Isabela,2021-11-27T09:15:00,2021-11-27,09:15:00,2021-11-27
27 November 2021 - 07:53 PM,15.61,119.99,27,1.4,Masinloc ,Zambales,2021-11-27T07:53:00,2021-11-27,07:53:00,2021-11-27
27 November 2021 - 07:09 PM,15.57,119.97,29,1.4,Masinloc ,Zambales,2021-11-27T07:09:00,2021-11-27,07:09:00,2021-11-27
27 November 2021 - 04:19 PM,11.72,125.04,23,2.0,Hinabangan ,Samar,2021-11-27T04:19:00,2021-11-27,04:19:00,2021-11-27
27 December 2021 - 03:14 AM,7.71,122.16,10,1.5,Siocon ,Zamboanga Del Norte,2021-12-27T03:14:00,2021-12-27,03:14:00,2021-12-27
27 December 2021 - 03:01 AM,12.84,121.06,27,1.9,Sablayan ,Occidental Mindoro,2021-12-27T03:01:00,2021-12-27,03:01:00,2021-12-27
27 December 2021 - 02:52 AM,12.14,120.91,34,1.4,Rizal ,Occidental Mindoro,2021-12-27T02:52:00,2021-12-27,02:52:00,2021-12-27
27 December 2021 - 02:50 AM,12.34,120.67,31,1.6,Rizal ,Occidental Mindoro,2021-12-27T02:50:00,2021-12-27,02:50:00,2021-12-27
27 December 2021 - 02:38 AM,12.32,120.68,26,1.6,Rizal ,Occidental Mindoro,2021-12-27T02:38:00,2021-12-27,02:38:00,2021-12-27
27 December 2021 - 02:30 AM,12.09,120.81,37,2.0,Rizal ,Occidental Mindoro,2021-12-27T02:30:00,2021-12-27,02:30:00,2021-12-27
27 December 2021 - 02:15 AM,12.02,120.86,37,1.5,Rizal ,Occidental Mindoro,2021-12-27T02:15:00,2021-12-27,02:15:00,2021-12-27
27 December 2021 - 12:36 AM,12.32,120.67,28,1.6,Rizal ,Occidental Mindoro,2021-12-27T12:36:00,2021-12-27,12:36:00,2021-12-27
28 June 2021 - 09:13 PM,16.16,121.92,28,1.8,Dinalungan ,Aurora,2021-06-28T09:13:00,2021-06-28,09:13:00,2021-06-28
28 June 2021 - 07:25 PM,8.55,125.71,31,2.0,San Luis ,Agusan Del Sur,2021-06-28T07:25:00,2021-06-28,07:25:00,2021-06-28
27 October 2021 - 01:03 PM,11.74,124.14,29,2.0,Maripipi ,Biliran,2021-10-27T01:03:00,2021-10-27,01:03:00,2021-10-27
27 October 2021 - 08:43 AM,16.13,121.88,25,1.9,Dinalungan ,Aurora,2021-10-27T08:43:00,2021-10-27,08:43:00,2021-10-27
27 August 2021 - 06:22 PM,5.5,125.24,34,0.0,Sarangani ,Davao Occidental,2021-08-27T06:22:00,2021-08-27,06:22:00,2021-08-27
27 August 2021 - 07:10 AM,14.95,120.11,25,2.0,San Antonio ,Zambales,2021-08-27T07:10:00,2021-08-27,07:10:00,2021-08-27
28 July 2021 - 04:45 AM,10.09,123.25,24,1.8,City Of Guihulngan ,Negros Oriental,2021-07-28T04:45:00,2021-07-28,04:45:00,2021-07-28
28 July 2021 - 02:26 AM,13.65,120.59,104,2.0,Calatagan ,Batangas,2021-07-28T02:26:00,2021-07-28,02:26:00,2021-07-28
27 July 2021 - 07:31 PM,14.81,121.89,19,1.6,Polillo ,Quezon,2021-07-27T07:31:00,2021-07-27,07:31:00,2021-07-27
27 July 2021 - 07:22 PM,9.84,126.23,24,1.9,General Luna ,Surigao Del Norte,2021-07-27T07:22:00,2021-07-27,07:22:00,2021-07-27
28 March 2021 - 09:12 AM,9.06,125.67,11,2.0,Remedios T. Romualdez ,Agusan Del Norte,2021-03-28T09:12:00,2021-03-28,09:12:00,2021-03-28
28 March 2021 - 02:36 AM,9.82,122.32,17,1.9,City Of Sipalay ,Negros Occidental,2021-03-28T02:36:00,2021-03-28,02:36:00,2021-03-28
28 March 2021 - 02:20 AM,18.39,120.57,30,1.9,Pasuquin ,Ilocos Norte,2021-03-28T02:20:00,2021-03-28,02:20:00,2021-03-28
24 January 2021 - 10:39 PM,9.05,126.83,7,2.0,Bayabas ,Surigao Del Sur,2021-01-24T10:39:00,2021-01-24,10:39:00,2021-01-24
25 February 2021 - 07:53 AM,7.87,126.42,17,1.7,Cateel ,Davao Oriental,2021-02-25T07:53:00,2021-02-25,07:53:00,2021-02-25
25 February 2021 - 05:15 AM,19.23,121.07,33,2.0,Dalupiri Island ,Calayan ,2021-02-25T05:15:00,2021-02-25,05:15:00,2021-02-25
28 May 2021 - 09:22 PM,9.65,126.24,39,1.9,General Luna ,Surigao Del Norte,2021-05-28T09:22:00,2021-05-28,09:22:00,2021-05-28
28 May 2021 - 09:05 PM,16.88,122.34,1,2.0,Palanan ,Isabela,2021-05-28T09:05:00,2021-05-28,09:05:00,2021-05-28
28 May 2021 - 05:31 PM,14.89,121.78,54,1.8,Panukulan ,Quezon,2021-05-28T05:31:00,2021-05-28,05:31:00,2021-05-28
27 September 2021 - 06:21 AM,13.81,120.5,78,2.0,Calatagan ,Batangas,2021-09-27T06:21:00,2021-09-27,06:21:00,2021-09-27
27 September 2021 - 05:58 AM,13.85,120.48,73,2.0,Calatagan ,Batangas,2021-09-27T05:58:00,2021-09-27,05:58:00,2021-09-27
27 September 2021 - 04:35 AM,13.83,120.51,71,1.9,Calatagan ,Batangas,2021-09-27T04:35:00,2021-09-27,04:35:00,2021-09-27
27 September 2021 - 04:34 AM,13.8,120.5,73,2.0,Calatagan ,Batangas,2021-09-27T04:34:00,2021-09-27,04:34:00,2021-09-27
27 September 2021 - 04:10 AM,13.83,120.5,75,1.8,Calatagan ,Batangas,2021-09-27T04:10:00,2021-09-27,04:10:00,2021-09-27
27 September 2021 - 03:49 AM,13.84,120.53,71,1.6,Calatagan ,Batangas,2021-09-27T03:49:00,2021-09-27,03:49:00,2021-09-27
26 April 2021 - 12:13 AM,9.87,126.23,11,2.0,General Luna ,Surigao Del Norte,2021-04-26T12:13:00,2021-04-26,12:13:00,2021-04-26
25 April 2021 - 09:10 PM,13.66,120.88,90,2.0,Tingloy ,Batangas,2021-04-25T09:10:00,2021-04-25,09:10:00,2021-04-25
25 April 2021 - 08:49 PM,9.98,126.24,10,1.9,Pilar ,Surigao Del Norte,2021-04-25T08:49:00,2021-04-25,08:49:00,2021-04-25
27 November 2021 - 02:01 PM,4.47,126.37,86,0.0,Balut Island ,Municipality Of Sarangani ,2021-11-27T02:01:00,2021-11-27,02:01:00,2021-11-27
27 November 2021 - 01:51 PM,15.49,119.98,21,1.9,Masinloc ,Zambales,2021-11-27T01:51:00,2021-11-27,01:51:00,2021-11-27
27 November 2021 - 05:22 AM,14.09,120.43,112,1.6,Nasugbu ,Batangas,2021-11-27T05:22:00,2021-11-27,05:22:00,2021-11-27
27 November 2021 - 05:11 AM,16.79,120.2,35,1.5,Bacnotan ,La Union,2021-11-27T05:11:00,2021-11-27,05:11:00,2021-11-27
27 November 2021 - 05:10 AM,13.74,120.56,92,1.9,Calatagan ,Batangas,2021-11-27T05:10:00,2021-11-27,05:10:00,2021-11-27
27 November 2021 - 04:29 AM,16.97,120.27,18,1.6,Luna ,La Union,2021-11-27T04:29:00,2021-11-27,04:29:00,2021-11-27
26 December 2021 - 08:54 PM,8.37,122.32,30,2.0,Labason ,Zamboanga Del Norte,2021-12-26T08:54:00,2021-12-26,08:54:00,2021-12-26
26 December 2021 - 08:54 PM,17.77,120.21,34,2.0,Magsingal ,Ilocos Sur,2021-12-26T08:54:00,2021-12-26,08:54:00,2021-12-26
26 December 2021 - 08:38 PM,11.5,125.79,22,2.0,Hernani ,Eastern Samar,2021-12-26T08:38:00,2021-12-26,08:38:00,2021-12-26
